REGION,LOCATION_NAME,LATITUDE,LONGITUDE,WIND SPEED,WIND DIRECTION,POW
Maharashtra,Pendra,21.93,74.15,6.352205882352941,173.4191176470588,650.6537970860968
Maharashtra,Pune,18.53,73.87,6.32463768115942,184.64492753623188,642.1423740815139
Maharashtra,Ratnagiri,16.98,73.3,8.357246376811593,112.52898550724638,1564.1571666878797
Maharashtra,Sangli,16.87,74.57,10.052173913043479,157.81159420289856,2375.8555628824633
Maharashtra,Satara,17.68,73.98,5.12463768115942,165.40579710144928,321.7198717496905
Maharashtra,Solapur,17.68,75.92,14.644927536231885,131.46376811594203,3558.491393359133
Maharashtra,Thane,19.2,72.97,7.871739130434782,129.8913043478261,1311.165120229571
Maharashtra,Wardha,20.75,78.62,5.042753623188406,150.97101449275362,298.6349327266996
Maharashtra,Washim,20.1,77.15,9.434057971014493,154.64492753623188,2122.595388717147
Maharashtra,Yavatmal,20.4,78.13,7.826811594202898,162.1159420289855,1295.3819182373563
Manipur,Churachandpur,24.33,93.67,3.681159420289855,138.231884057971,58.999724614433035
Manipur,Imphal,24.82,93.95,4.2578571428571435,62.80714285714286,137.3036981919399
Manipur,Kakching,24.48,93.98,3.9746376811594204,74.06521739130434,81.29393176154868
Manipur,Kangpokpi,25.13,93.97,4.2644927536231885,63.11594202898551,137.3036981919399
Manipur,Phek,25.67,94.5,3.6,103.70289855072464,78.39104249376503
Manipur,Tamenglong,24.97,93.55,4.494202898550725,77.31884057971014,153.67721967917478
Manipur,Thoubal,24.63,94.02,4.133333333333333,66.41304347826087,110.06012502944591
Manipur,Ukhrul,25.12,94.37,3.6166666666666667,129.92753623188406,57.80103157689227
Mizoram,Aizawl,23.72,92.72,3.8152173913043477,115.3913043478261,81.3007800174916
Mizoram,Lawngtlai,22.53,92.9,3.9166666666666665,85.58695652173913,148.48583178891064
Mizoram,Lunglei,22.88,92.73,4.557971014492754,81.97826086956522,296.92638536543336
Mizoram,Mamit,23.93,92.48,3.8152173913043477,115.7463768115942,81.13598240744498
Mizoram,Saiha,22.48,92.97,3.9166666666666665,85.6231884057971,148.48583178891064
Mizoram,Saitual,23.97,92.58,3.8144927536231883,114.93478260869566,87.36809682348077
Mizoram,Serchhip,23.3,92.83,4.288405797101449,86.68840579710145,223.79375128371225
Nagaland,Kohima,25.67,94.12,4.167391304347826,141.18840579710144,121.8331678180638
Nagaland,Mokokchung,26.33,94.53,5.102919708029197,139.54014598540147,311.72537829847136
Nagaland,Mon,26.75,95.1,4.791304347826087,143.06521739130434,233.56043870148542
Nagaland,Tuensang,26.28,94.83,4.622463768115942,135.7173913043478,200.50122303757223
Nagaland,Wokha,26.1,94.27,5.222463768115943,140.44202898550725,336.1713910487504
Nagaland,Zunheboto,25.97,94.52,4.018840579710145,79.83333333333333,98.01397451153261
Orissa,Anugul,20.85,85.1,4.378260869565218,211.08695652173913,166.847532892519
Orissa,Balangir,20.72,83.48,4.571014492753623,163.7826086956522,198.51285725210747
Orissa,Baleshwar,21.49,86.93,7.7492753623188415,262.6231884057971,1298.8625572135688
Orissa,Bargarh,21.33,83.62,5.403623188405797,155.04347826086956,381.05809597731655
Orissa,Baudh,20.83,84.32,4.410144927536232,208.54347826086956,173.85049643037593
Orissa,Bhadrak,21.05,86.52,7.058695652173913,253.3695652173913,979.5226844535005
Orissa,Bhojpur,21.65,84.4,4.335555555555556,201.31851851851852,159.30968519493666
Orissa,Cuttack,20.5,85.83,5.131159420289856,214.35507246376812,314.1356255353054
Orissa,Dhenkanal,20.67,85.6,5.138405797101449,214.83333333333334,314.41872585268817
Orissa,Ganjam,19.32,84.78,5.405797101449275,290.07971014492756,355.50886428586557
Orissa,Jagatsinghapur,20.27,86.17,5.155072463768116,212.18840579710144,312.87894203082925
Orissa,Jharsuguda,21.85,84.03,6.7724637681159425,119.94202898550725,794.093996730184
Orissa,Kanpur,20.42,85.17,4.467142857142857,238.67142857142858,175.90472639546772
